iter	Logloss
165	0.4184833856
166	0.4177953621
167	0.4168796781
168	0.4162408853
169	0.415429399
170	0.414993425
171	0.4139721571
172	0.4133005637
173	0.4128231088
174	0.4121144327
175	0.4113965354
176	0.4108723966
177	0.4100585838
178	0.4092890358
179	0.4086863803
180	0.4078374026
181	0.4072208022
182	0.4066516652
183	0.4059891801
184	0.4052311998
185	0.4045435994
186	0.4038416497
187	0.4032590981
188	0.4027798359
189	0.4022451225
190	0.4018040104
191	0.4011009875
192	0.4006674225
193	0.4002487473
194	0.3997749668
195	0.3992903314
196	0.3986876007
197	0.3981002452
198	0.3975007019
199	0.3968567552
200	0.3962560259
201	0.3957394248
202	0.3949703132
203	0.3943564601
204	0.3940051181
205	0.3933681396
206	0.3930153795
207	0.3925840419
208	0.3920696345
209	0.3914095414
210	0.3905821652
211	0.3901263782
212	0.3897276689
213	0.3892471015
214	0.3888399291
215	0.388092235
216	0.3877257407
217	0.3870557293
218	0.3865361929
219	0.3859023728
220	0.3852500568
221	0.384696461
222	0.3842284184
223	0.3837748259
224	0.3833504635
225	0.3825616627
226	0.3821633061
227	0.3814548015
228	0.3807120044
229	0.3802274839
230	0.3799186298
231	0.3792742597
232	0.378665516
233	0.3782364811
234	0.3778691897
235	0.3775218405
236	0.3770914039
237	0.3765776144
238	0.3760688638
239	0.3758030235
240	0.3752572618
241	0.3747316361
242	0.3744240931
243	0.3740263209
244	0.3733906115
245	0.3731388013
246	0.3727711637
247	0.3723007831
248	0.3719503002
249	0.3714886006
250	0.3711887561
251	0.3704682267
252	0.3701347194
253	0.3697267083
254	0.3693743265
255	0.3690449744
256	0.3685380779
257	0.3683695439
258	0.3678182105
259	0.3676279242
260	0.3671594973
261	0.366778156
262	0.3663176762
263	0.3660663335
264	0.3653976315
265	0.3649502909
266	0.3644424324
267	0.3639784534
268	0.3635146158
269	0.3628580504
270	0.3623584739
271	0.3619832621
272	0.361551363
273	0.3612424318
274	0.3609091384
275	0.3605827172
276	0.3601465673
277	0.3597557946
278	0.3594540283
279	0.3590715167
280	0.3586018479
281	0.3583011504
282	0.357929022
283	0.357466466
284	0.3569662239
285	0.3565885696
286	0.3564371164
287	0.3558711756
288	0.3554516172
289	0.3553537679
290	0.3548657573
291	0.3543626137
292	0.3537389888
293	0.3534163427
294	0.3530596866
295	0.3527228157
296	0.3523978082
297	0.3518094834
298	0.3516026122
299	0.351163639
300	0.3508969788
301	0.350628949
302	0.3503296274
303	0.3500605443
304	0.3496347963
305	0.349386649
306	0.3489938546
307	0.3486238856
308	0.3481074065
309	0.3479202056
310	0.3476765615
311	0.3472937625
312	0.3468692327
313	0.3464025393
314	0.3459730797
315	0.345807511
316	0.3455517271
317	0.3450457184
318	0.344692077
319	0.3441646267
320	0.343937165
321	0.343694232
322	0.3432638305
323	0.342978125
324	0.3427115623
325	0.3422869621
326	0.3418899868
327	0.3416154809
328	0.341244541
329	0.3408808579
330	0.340591203
331	0.3402002878
332	0.3398867401
333	0.3397444737
334	0.3394148599
335	0.3391408839
336	0.3388750337
337	0.3385563291
338	0.3382048374
339	0.3379596538
340	0.3376120834
341	0.3373258958
342	0.3371009382
343	0.33662022
344	0.336316094
345	0.3360746067
346	0.335795977
347	0.3351631353
348	0.334887382
349	0.3346869224
350	0.3340961685
351	0.3337728823
352	0.3335596986
353	0.333090432
354	0.3327069261
355	0.3324226164
356	0.3321941372
357	0.3318824221
358	0.3313832836
359	0.3310736235
360	0.3306472973
361	0.3304006192
362	0.3299640007
363	0.3295897227
364	0.3291769899
365	0.3285902039
366	0.3280835418
367	0.3274925599
368	0.327417778
369	0.3272212891
370	0.3269171274
371	0.3267382584
372	0.3265246056
373	0.3261717816
374	0.3256771557
375	0.3253411243
376	0.3250334529
377	0.3247057805
378	0.324545233
379	0.324207797
380	0.3238818358
381	0.3237310705
382	0.3233561022
383	0.3231074145
384	0.3225281769
385	0.3221375115
386	0.3219422873
387	0.321483483
388	0.3211483503
389	0.3208548873
390	0.320598878
391	0.3204032175
392	0.3201302569
393	0.3199707469
394	0.3195765605
395	0.3194312111
396	0.319013111
397	0.3189139948
398	0.3183965205
399	0.3182712703
400	0.3179901207
401	0.317594801
402	0.3172143718
403	0.3170854872
404	0.3167726482
405	0.3163867509
406	0.3160729651
407	0.3158724432
408	0.3156456523
409	0.315500766
410	0.3152749236
411	0.3148909275
412	0.3145944053
413	0.3142887912
414	0.3141304032
415	0.3139269856
416	0.313771568
417	0.3136206958
418	0.3134333048
419	0.3130494139
420	0.3129000697
421	0.3126500025
422	0.3125069276
423	0.312209045
424	0.3119650019
425	0.3117191365
426	0.3114269359
427	0.3111346942
428	0.3109731591
429	0.3108335733
430	0.3106305315
431	0.3104438179
432	0.3102632451
433	0.3099549489
434	0.3097568386
435	0.3096090615
436	0.309191522
437	0.3089880786
438	0.3085102554
439	0.3083147046
440	0.3081521383
441	0.3077190843
442	0.3073293328
443	0.3071410594
444	0.3067994283
445	0.3061875501
446	0.3059609686
447	0.3056164814
448	0.3054738875
449	0.3052787708
450	0.3050031091
451	0.3048745339
452	0.3045559183
453	0.3043677481
454	0.304260957
455	0.30415024
456	0.3039129018
457	0.3035384362
458	0.3033479323
459	0.3030599676
460	0.3028716788
461	0.3026228176
462	0.3023972289
463	0.3022657392
464	0.301619213
465	0.3013341667
466	0.3011103488
467	0.3009434874
468	0.3008132247
469	0.3005705265
470	0.3004256738
471	0.3002757222
472	0.2998656371
473	0.2997227036
474	0.2994150089
475	0.2991320846
476	0.2988990734
477	0.2986176885
478	0.2984811243
479	0.2982631505
480	0.2979753395
481	0.2975994868
482	0.2972643135
483	0.2969010109
484	0.2966176752
485	0.296472784
486	0.2961262183
487	0.2958737534
488	0.2956753387
489	0.2954751579
490	0.2952116798
491	0.2949791552
492	0.2947207788
493	0.2944780149
494	0.2941310545
495	0.2939191643
496	0.2936649041
497	0.2934445311
498	0.2933658175
499	0.2931404729
500	0.2930185772
501	0.2926096769
502	0.2923783806
503	0.2921394123
504	0.2920521477
505	0.2917779123
506	0.2914972913
507	0.2911903884
508	0.2909785644
509	0.2905965764
510	0.2903315023
511	0.2900456213
512	0.2899126179
513	0.2896641741
514	0.2893944066
515	0.2892255778
516	0.2888197664
517	0.2886730401
518	0.2883203102
519	0.2881172464
520	0.2879334911
521	0.2875357292
522	0.2872666671
523	0.2869891102
524	0.2868061831
525	0.2864479848
526	0.2862642916
527	0.2860194044
528	0.2856787588
529	0.2855225832
530	0.2854754139
531	0.2852369622
532	0.2848277798
533	0.2847213008
534	0.2845723179
535	0.2843620583
536	0.2839932043
537	0.2838704033
538	0.2836984282
539	0.283330494
540	0.2831344897
541	0.2828317718
542	0.2825876128
543	0.2823050643
544	0.282178765
545	0.281956901
546	0.2817266435
547	0.2814636422
548	0.2810516264
549	0.2808779036
550	0.2806909102
551	0.280387324
552	0.280287386
553	0.2800774631
554	0.2800039676
555	0.279775387
556	0.2796155809
557	0.2794269215
558	0.2791936959
559	0.2791007804
560	0.2789475349
561	0.2783702095
562	0.2781504126
563	0.2780197781
564	0.2777384931
565	0.2774709551
566	0.2772375369
567	0.276939149
568	0.2767212241
569	0.2765180791
570	0.2763277802
571	0.2761429768
572	0.2760288444
573	0.2757105807
574	0.2753463428
575	0.2749960694
576	0.2748343226
577	0.2746787635
578	0.2745046985
579	0.2743169819
580	0.2740010882
581	0.2738624529
582	0.2737062192
583	0.2733988816
584	0.273232265
585	0.2731018447
586	0.2728782587
587	0.2727403051
588	0.2726039796
589	0.2723910188
590	0.2722273209
591	0.2718442466
592	0.2716294677
593	0.271570495
594	0.2712144862
595	0.2710191322
596	0.2707673275
597	0.2706559832
598	0.2705584317
599	0.2703147478
600	0.2701276944
601	0.2698525252
602	0.2696917119
603	0.2695279383
604	0.2692361584
605	0.269150886
606	0.268875812
607	0.2684415157
608	0.2682742579
609	0.2681253885
610	0.2680061414
611	0.2676754163
612	0.2673966124
613	0.2672985228
614	0.2670079454
615	0.2667437419
616	0.2664628166
617	0.2662790065
618	0.266059739
619	0.2657695334
620	0.2656606904
621	0.2656060925
622	0.2654978076
623	0.265136772
624	0.264793809
625	0.2646030358
626	0.2645184945
627	0.2642903768
628	0.2642380413
629	0.2640010188
630	0.2637784647
631	0.2636807542
632	0.2633944013
633	0.263279408
634	0.2631689721
635	0.2629182124
636	0.2628043608
637	0.2624819059
638	0.2620259769
639	0.2618779585
640	0.2617006698
641	0.2614803185
642	0.2612446878
643	0.2609423717
644	0.2607854768
645	0.2606339881
646	0.2603406275
647	0.2600346098
648	0.2598688315
649	0.2596815196
650	0.2595413341
651	0.2593004047
652	0.2591666668
653	0.2590015803
654	0.2587153154
655	0.2584656231
656	0.2581250334
657	0.2580850494
658	0.2578778681
659	0.2577541389
660	0.2575468968
661	0.2573454452
662	0.2572157753
663	0.2570460719
664	0.2568562819
665	0.2565969105
666	0.2563294684
667	0.2562486179
668	0.2561335028
669	0.2559128188
670	0.2557637549
671	0.255536082
672	0.2552577022
673	0.2550860193
674	0.2549493504
675	0.2548524832
676	0.2546993949
677	0.2545114476
678	0.2543798287
679	0.2542783043
680	0.2542134394
681	0.2539592842
682	0.2537252481
683	0.2535726954
684	0.2533678282
685	0.2532917341
686	0.2531541627
687	0.2529935886
688	0.2528183874
689	0.252741672
690	0.2523920389
691	0.2521687694
692	0.2520318135
693	0.2517509114
694	0.2514929534
695	0.2512013837
696	0.2509436217
697	0.2506785582
698	0.250440243
699	0.2501974858
700	0.2500454485
701	0.2499616366
702	0.2498407359
703	0.2497702048
704	0.2496866937
705	0.2495592015
706	0.249381394
707	0.2492548582
708	0.2491391995
709	0.2488507356
710	0.2487442481
711	0.248533364
712	0.2482210664
713	0.248126602
714	0.2480148542
715	0.2477750067
716	0.2476494359
717	0.2476113168
718	0.2473399724
719	0.2471337567
720	0.2467859565
721	0.2465593595
722	0.2463864866
723	0.2462394494
724	0.2460735938
725	0.2458742955
726	0.2457292657
727	0.245650233
728	0.2454602832
729	0.2454392279
730	0.2453911268
731	0.2452628667
732	0.245047818
733	0.2449004291
734	0.2446458319
735	0.2442658708
736	0.244065158
737	0.2438661499
738	0.2436072283
739	0.2433167745
740	0.2430043231
741	0.2427996325
742	0.2426040917
743	0.2425335157
744	0.2423298954
745	0.2419887168
746	0.2417996475
747	0.2415088922
748	0.2413196569
749	0.240884536
750	0.2406985346
751	0.2406400729
752	0.2404121484
753	0.2402342248
754	0.2401376536
755	0.2399336482
756	0.2396685594
757	0.2394392801
758	0.2392872683
759	0.2391716275
760	0.2390310428
761	0.2388014395
762	0.2386345794
763	0.2385745493
764	0.2384479312
765	0.2383075927
766	0.2380787447
767	0.2378736856
768	0.2377164509
769	0.2375093008
770	0.2372664852
771	0.2371167989
772	0.2368717044
773	0.236805545
774	0.2367491577
775	0.236672449
776	0.2365237105
777	0.2363836093
778	0.2362925944
779	0.2360839864
780	0.2359873473
781	0.2357676637
782	0.2356858111
783	0.2354465009
784	0.2352725141
785	0.2351149101
786	0.2350170418
787	0.2348203951
788	0.2345086595
789	0.2342945552
790	0.23413452
791	0.2339681439
792	0.2337646872
793	0.2334705966
794	0.2333912759
795	0.2333021844
796	0.2331993981
797	0.2330199777
798	0.2328911813
799	0.2325655162
800	0.2325182502
801	0.2324089164
802	0.232206311
803	0.2318617594
804	0.2317360355
805	0.2316090225
806	0.2315087406
807	0.231411785
808	0.2313033115
809	0.2311814995
810	0.2310378562
811	0.2308862982
812	0.2308404443
813	0.2307444079
814	0.2305862371
815	0.2305002797
816	0.2301916608
817	0.230121384
818	0.2299073017
819	0.2297136967
820	0.22951544
821	0.2292275062
822	0.2290250909
823	0.228793084
824	0.2286245557
825	0.2283385462
826	0.2280226511
827	0.2277795307
828	0.2276308187
829	0.2274207896
830	0.2272468063
831	0.2271292941
832	0.2269815641
833	0.226891913
834	0.2267455338
835	0.2265768209
836	0.2264278962
837	0.2262469571
838	0.2260483837
839	0.2258070332
840	0.2257010264
841	0.2256659143
842	0.2254316636
843	0.2252761195
844	0.2250754963
845	0.2248968279
846	0.2247015452
847	0.2246145806
848	0.224407241
849	0.2243206312
850	0.2242358967
851	0.2240827464
852	0.2238610088
853	0.2236537646
854	0.2235603932
855	0.2232861591
856	0.2230657525
857	0.2229331432
858	0.2228067873
859	0.2226962728
860	0.2225076503
861	0.2223813604
862	0.2222306196
863	0.2220650818
864	0.2218765142
865	0.221771783
866	0.22152849
867	0.2211787853
868	0.2209011849
869	0.2207117355
870	0.2204270629
871	0.2202807479
872	0.2201615719
873	0.2199050235
874	0.2196056902
875	0.2195634671
876	0.2194635878
877	0.2192240739
878	0.2190099381
879	0.2189842669
880	0.2187986154
881	0.218622724
882	0.2185314511
883	0.2184349805
884	0.2183176253
885	0.2182607403
886	0.2181132657
887	0.2180694585
888	0.217823388
889	0.2177094327
890	0.217462067
891	0.2173081065
892	0.217215447
893	0.2170486683
894	0.2169471092
895	0.216593866
896	0.216516531
897	0.216391701
898	0.2162655108
899	0.2161525987
900	0.2159829631
901	0.2158109612
902	0.2157134581
903	0.2156296625
904	0.2155438519
905	0.2153105803
906	0.2151601082
907	0.2147744798
908	0.2146507054
909	0.2144418347
910	0.2142836036
911	0.2140826489
912	0.2139538935
913	0.213737269
914	0.2136007224
915	0.2133896928
916	0.2132296914
917	0.2131712328
918	0.2130665296
919	0.2128599732
920	0.212433889
921	0.2122274958
922	0.2120744986
923	0.2119100409
924	0.2117491425
925	0.21151102
926	0.2114329669
927	0.2113314704
928	0.2112027668
929	0.2109970203
930	0.2108459537
931	0.2107667796
932	0.2106178673
933	0.2105541157
934	0.2103049636
935	0.2101317168
936	0.2099122068
937	0.2096619836
938	0.2092950078
939	0.2091124526
940	0.2090831972
941	0.2089732598
942	0.2086970889
943	0.2085039034
944	0.2084367399
945	0.2083472559
946	0.2083072285
947	0.208108984
948	0.2080911333
949	0.2079781971
950	0.2077759595
951	0.2077208788
952	0.2074885896
953	0.20738024
954	0.2072153645
955	0.2070416587
956	0.2068432189
957	0.2066641818
958	0.2065384709
959	0.2064161882
960	0.2063020757
961	0.2061365993
962	0.205989397
963	0.2057923906
964	0.2056199346
965	0.205472566
966	0.2051997092
967	0.2049827242
968	0.2048540397
969	0.2048207053
970	0.2047032056
971	0.2045598351
972	0.2042891165
973	0.2040871894
974	0.2038720435
975	0.2036556546
976	0.2034396065
977	0.2032324932
978	0.2030932704
979	0.2026902776
980	0.2026682272
981	0.2024497476
982	0.2023525292
983	0.2022681174
984	0.2020220697
985	0.2017606223
986	0.2016957189
987	0.2016212878
988	0.2014704956
989	0.2013276513
990	0.2012660095
991	0.2009678815
992	0.2007037675
993	0.2005772459
994	0.2004579127
995	0.2003412642
996	0.2001700166
997	0.2000674907
998	0.1998387741
999	0.1996214206
